_id,COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
5805,Mariposa,2022,Race/ethnicity,Black,All ages,0,0,
5806,Mendocino,2022,Race/ethnicity,Black,All ages,16,293.7,
5807,Merced,2022,Race/ethnicity,Black,All ages,134,148.2,
5808,Modoc,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5809,Mono,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5810,Monterey,2022,Race/ethnicity,Black,All ages,40,46.8,
5811,Napa,2022,Race/ethnicity,Black,All ages,21,105.8,
5812,Nevada,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5813,Orange,2022,Race/ethnicity,Black,All ages,396,86.7,
5814,Placer,2022,Race/ethnicity,Black,All ages,53,113.7,
5815,Plumas,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5816,Riverside,2022,Race/ethnicity,Black,All ages,1473,104.2,
5817,Sacramento,2022,Race/ethnicity,Black,All ages,1951,128,
5818,San Benito,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5819,San Bernardino,2022,Race/ethnicity,Black,All ages,1735,93.6,
5820,San Diego,2022,Race/ethnicity,Black,All ages,1072,68.8,
5821,San Francisco,2022,Race/ethnicity,Black,All ages,440,111.4,
5822,San Joaquin,2022,Race/ethnicity,Black,All ages,782,141.4,
5823,San Luis Obispo,2022,Race/ethnicity,Black,All ages,18,53.6,
5824,San Mateo,2022,Race/ethnicity,Black,All ages,72,37.1,
5825,Santa Barbara,2022,Race/ethnicity,Black,All ages,38,50.1,
5826,Santa Clara,2022,Race/ethnicity,Black,All ages,346,75.6,
5827,Santa Cruz,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5828,Shasta,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5829,Sierra,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5830,Siskiyou,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5831,Solano,2022,Race/ethnicity,Black,All ages,736,125.9,
5832,Sonoma,2022,Race/ethnicity,Black,All ages,67,96.5,
5833,Stanislaus,2022,Race/ethnicity,Black,All ages,204,138.5,
5834,Sutter,2022,Race/ethnicity,Black,All ages,17,102.9,
5835,Tehama,2022,Race/ethnicity,Black,All ages,13,317.4,
5836,Trinity,2022,Race/ethnicity,Black,All ages,0,0,
5837,Tulare,2022,Race/ethnicity,Black,All ages,81,141.9,
5838,Tuolumne,2022,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5839,Ventura,2022,Race/ethnicity,Black,All ages,81,69.3,
5840,Yolo,2022,Race/ethnicity,Black,All ages,42,92,
5841,Yuba,2022,Race/ethnicity,Black,All ages,26,104.8,
5842,California,2022,Race/ethnicity,Hispanic,All ages,56070,35.1,
5843,Alameda,2022,Race/ethnicity,Hispanic,All ages,1220,31.2,
5844,Alpine,2022,Race/ethnicity,Hispanic,All ages,0,0,
5845,Amador,2022,Race/ethnicity,Hispanic,All ages,22,42.8,
5846,Butte,2022,Race/ethnicity,Hispanic,All ages,104,28.8,
5847,Calaveras,2022,Race/ethnicity,Hispanic,All ages,16,44.4,
5848,Colusa,2022,Race/ethnicity,Hispanic,All ages,60,43.5,
5849,Contra Costa,2022,Race/ethnicity,Hispanic,All ages,1333,45,
5850,Del Norte,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5851,El Dorado,2022,Race/ethnicity,Hispanic,All ages,82,30.1,
5852,Fresno,2022,Race/ethnicity,Hispanic,All ages,2818,48.4,
5853,Glenn,2022,Race/ethnicity,Hispanic,All ages,32,28.8,
5854,Humboldt,2022,Race/ethnicity,Hispanic,All ages,72,41.8,
5855,Imperial,2022,Race/ethnicity,Hispanic,All ages,483,29,
5856,Inyo,2022,Race/ethnicity,Hispanic,All ages,11,,Rate not available due to statistical instability
5857,Kern,2022,Race/ethnicity,Hispanic,All ages,1410,27.8,
5858,Kings,2022,Race/ethnicity,Hispanic,All ages,358,40.3,
5859,Lake,2022,Race/ethnicity,Hispanic,All ages,79,63.5,
5860,Lassen,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5861,Los Angeles,2022,Race/ethnicity,Hispanic,All ages,17779,36.1,
5862,Madera,2022,Race/ethnicity,Hispanic,All ages,487,49.7,
5863,Marin,2022,Race/ethnicity,Hispanic,All ages,107,25.2,
5864,Mariposa,2022,Race/ethnicity,Hispanic,All ages,13,89.5,
5865,Mendocino,2022,Race/ethnicity,Hispanic,All ages,105,45.1,
5866,Merced,2022,Race/ethnicity,Hispanic,All ages,853,48.7,
5867,Modoc,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5868,Mono,2022,Race/ethnicity,Hispanic,All ages,25,62,
5869,Monterey,2022,Race/ethnicity,Hispanic,All ages,971,35,
5870,Napa,2022,Race/ethnicity,Hispanic,All ages,127,27.4,
5871,Nevada,2022,Race/ethnicity,Hispanic,All ages,16,15.9,
5872,Orange,2022,Race/ethnicity,Hispanic,All ages,3263,28.3,
5873,Placer,2022,Race/ethnicity,Hispanic,All ages,145,26.8,
5874,Plumas,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5875,Riverside,2022,Race/ethnicity,Hispanic,All ages,3955,32.4,
5876,Sacramento,2022,Race/ethnicity,Hispanic,All ages,1414,38.1,
5877,San Benito,2022,Race/ethnicity,Hispanic,All ages,164,45.7,
5878,San Bernardino,2022,Race/ethnicity,Hispanic,All ages,4177,35.6,
5879,San Diego,2022,Race/ethnicity,Hispanic,All ages,3537,29.5,
5880,San Francisco,2022,Race/ethnicity,Hispanic,All ages,457,38.1,
5881,San Joaquin,2022,Race/ethnicity,Hispanic,All ages,1478,44.9,
5882,San Luis Obispo,2022,Race/ethnicity,Hispanic,All ages,182,30.8,
5883,San Mateo,2022,Race/ethnicity,Hispanic,All ages,587,30,
5884,Santa Barbara,2022,Race/ethnicity,Hispanic,All ages,487,22.1,
5885,Santa Clara,2022,Race/ethnicity,Hispanic,All ages,1806,33.2,
5886,Santa Cruz,2022,Race/ethnicity,Hispanic,All ages,258,26.7,
5887,Shasta,2022,Race/ethnicity,Hispanic,All ages,48,25.9,
5888,Sierra,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5889,Siskiyou,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5890,Solano,2022,Race/ethnicity,Hispanic,All ages,545,45.8,
5891,Sonoma,2022,Race/ethnicity,Hispanic,All ages,379,29.2,
5892,Stanislaus,2022,Race/ethnicity,Hispanic,All ages,1079,40.2,
5893,Sutter,2022,Race/ethnicity,Hispanic,All ages,70,21.8,
5894,Tehama,2022,Race/ethnicity,Hispanic,All ages,55,33.5,
5895,Trinity,2022,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5896,Tulare,2022,Race/ethnicity,Hispanic,All ages,1067,32.3,
5897,Tuolumne,2022,Race/ethnicity,Hispanic,All ages,22,39.3,
5898,Ventura,2022,Race/ethnicity,Hispanic,All ages,1069,28.5,
5899,Yolo,2022,Race/ethnicity,Hispanic,All ages,236,36.5,
5900,Yuba,2022,Race/ethnicity,Hispanic,All ages,100,42.8,
5901,California,2022,Race/ethnicity,Asian/PI,All ages,8162,16.6,
5902,Alameda,2022,Race/ethnicity,Asian/PI,All ages,835,19.9,
5903,Alpine,2022,Race/ethnicity,Asian/PI,All ages,0,0,
5904,Amador,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5905,Butte,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5906,Calaveras,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5907,Colusa,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5908,Contra Costa,2022,Race/ethnicity,Asian/PI,All ages,420,25.3,
5909,Del Norte,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5910,El Dorado,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5911,Fresno,2022,Race/ethnicity,Asian/PI,All ages,230,23.5,
5912,Glenn,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5913,Humboldt,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5914,Imperial,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5915,Inyo,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5916,Kern,2022,Race/ethnicity,Asian/PI,All ages,61,16.8,
5917,Kings,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5918,Lake,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5919,Lassen,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5920,Los Angeles,2022,Race/ethnicity,Asian/PI,All ages,1393,11,
5921,Madera,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5922,Marin,2022,Race/ethnicity,Asian/PI,All ages,16,9,
5923,Mariposa,2022,Race/ethnicity,Asian/PI,All ages,0,0,
5924,Mendocino,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5925,Merced,2022,Race/ethnicity,Asian/PI,All ages,39,18.8,
5926,Modoc,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5927,Mono,2022,Race/ethnicity,Asian/PI,All ages,0,0,
5928,Monterey,2022,Race/ethnicity,Asian/PI,All ages,51,23.3,
5929,Napa,2022,Race/ethnicity,Asian/PI,All ages,24,23.2,
5930,Nevada,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5931,Orange,2022,Race/ethnicity,Asian/PI,All ages,702,13,
5932,Placer,2022,Race/ethnicity,Asian/PI,All ages,49,21.6,
5933,Plumas,2022,Race/ethnicity,Asian/PI,All ages,0,0,
5934,Riverside,2022,Race/ethnicity,Asian/PI,All ages,235,16.1,
5935,Sacramento,2022,Race/ethnicity,Asian/PI,All ages,625,26.5,
5936,San Benito,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5937,San Bernardino,2022,Race/ethnicity,Asian/PI,All ages,181,13.1,
5938,San Diego,2022,Race/ethnicity,Asian/PI,All ages,627,18.8,
5939,San Francisco,2022,Race/ethnicity,Asian/PI,All ages,330,16,
5940,San Joaquin,2022,Race/ethnicity,Asian/PI,All ages,333,31,
5941,San Luis Obispo,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5942,San Mateo,2022,Race/ethnicity,Asian/PI,All ages,302,16.3,
5943,Santa Barbara,2022,Race/ethnicity,Asian/PI,All ages,16,7,
5944,Santa Clara,2022,Race/ethnicity,Asian/PI,All ages,754,12.9,
5945,Santa Cruz,2022,Race/ethnicity,Asian/PI,All ages,14,13.7,
5946,Shasta,2022,Race/ethnicity,Asian/PI,All ages,14,22.2,
5947,Sierra,2022,Race/ethnicity,Asian/PI,All ages,0,0,
5948,Siskiyou,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5949,Solano,2022,Race/ethnicity,Asian/PI,All ages,250,41.9,
5950,Sonoma,2022,Race/ethnicity,Asian/PI,All ages,35,20,
5951,Stanislaus,2022,Race/ethnicity,Asian/PI,All ages,69,22.5,
5952,Sutter,2022,Race/ethnicity,Asian/PI,All ages,44,27.3,
5953,Tehama,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5954,Trinity,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5955,Tulare,2022,Race/ethnicity,Asian/PI,All ages,26,16.9,
5956,Tuolumne,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5957,Ventura,2022,Race/ethnicity,Asian/PI,All ages,64,12.4,
5958,Yolo,2022,Race/ethnicity,Asian/PI,All ages,37,13.4,
5959,Yuba,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5960,California,2022,Race/ethnicity,AI/AN,All ages,382,23.6,
5961,Alameda,2022,Race/ethnicity,AI/AN,All ages,12,23.9,
5962,Alpine,2022,Race/ethnicity,AI/AN,All ages,0,0,
5963,Amador,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5964,Butte,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5965,Calaveras,2022,Race/ethnicity,AI/AN,All ages,0,0,
5966,Colusa,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5967,Contra Costa,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5968,Del Norte,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5969,El Dorado,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5970,Fresno,2022,Race/ethnicity,AI/AN,All ages,31,52,
5971,Glenn,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5972,Humboldt,2022,Race/ethnicity,AI/AN,All ages,23,41.3,
5973,Imperial,2022,Race/ethnicity,AI/AN,All ages,0,0,
5974,Inyo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5975,Kern,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5976,Kings,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5977,Lake,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5978,Lassen,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5979,Los Angeles,2022,Race/ethnicity,AI/AN,All ages,45,22.3,
5980,Madera,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5981,Marin,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5982,Mariposa,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5983,Mendocino,2022,Race/ethnicity,AI/AN,All ages,12,32.9,
5984,Merced,2022,Race/ethnicity,AI/AN,All ages,0,0,
5985,Modoc,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5986,Mono,2022,Race/ethnicity,AI/AN,All ages,0,0,
5987,Monterey,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5988,Napa,2022,Race/ethnicity,AI/AN,All ages,0,0,
5989,Nevada,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5990,Orange,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5991,Placer,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5992,Plumas,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5993,Riverside,2022,Race/ethnicity,AI/AN,All ages,23,19,
5994,Sacramento,2022,Race/ethnicity,AI/AN,All ages,23,28,
5995,San Benito,2022,Race/ethnicity,AI/AN,All ages,0,0,
5996,San Bernardino,2022,Race/ethnicity,AI/AN,All ages,21,23.3,
5997,San Diego,2022,Race/ethnicity,AI/AN,All ages,19,12.8,
5998,San Francisco,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
5999,San Joaquin,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6000,San Luis Obispo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6001,San Mateo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6002,Santa Barbara,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6003,Santa Clara,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6004,Santa Cruz,2022,Race/ethnicity,AI/AN,All ages,0,0,
6005,Shasta,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6006,Sierra,2022,Race/ethnicity,AI/AN,All ages,0,0,
6007,Siskiyou,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6008,Solano,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6009,Sonoma,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6010,Stanislaus,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6011,Sutter,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6012,Tehama,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6013,Trinity,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6014,Tulare,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6015,Tuolumne,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6016,Ventura,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6017,Yolo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6018,Yuba,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
6019,California,2022,Race/ethnicity,NHPI,All ages,965,72.5,
6020,Alameda,2022,Race/ethnicity,NHPI,All ages,114,89.1,
6021,Alpine,2022,Race/ethnicity,NHPI,All ages,0,0,
